trial_id,mdim_mean,mdim_std,mdim_nan_mean,mdim_nan_std,cdim_mean,cdim_std,cdim_nan_mean,cdim_nan_std,nreward_mean,nreward_std,ureward_mean,ureward_std,post,len_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.ars_iters,config.mdim_trials,config.agent_folder,config.env_name,config.post,config.algo
9763b_00031,0.16431430368418015,0.010377274732633926,0.16431430368418015,0.010377274732633926,4.168954342646392,0.8714048022365765,4.168954342646392,0.8714048022365765,270.22523803710936,22.27743335753096,270.22523149999995,22.277434440952565,postprocess_default,277.6,987.1484811306,True,,,1.0,ad2296e429da42c49bfc2afea5cf1ba1,2021-09-05_20-46-24,1630899984.0,987.1484811306,14011.0,sguc2,128.111.57.96,987.1484811306,0.0,1.0,"31_algo=ppo,env_name=LunarLanderContinuous-v2,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,LunarLanderContinuous-v2,<function postprocess_default at 0x7fdd1f24d048>,ppo
9763b_00032,0.14019392528309146,0.016673765526421528,0.14019392528309146,0.016673765526421528,4.288901322482669,0.6186759624119409,4.288901322482669,0.6186759624119409,279.11498260498047,13.99110220300408,279.11498109999997,13.9911059655665,postprocess_default,206.0,674.3342471122742,True,,,1.0,6c4ef625015543bcb94d8e1aaaee5974,2021-09-05_20-41-13,1630899673.0,674.3342471122742,14194.0,sguc2,128.111.57.96,674.3342471122742,0.0,1.0,"32_algo=sac,env_name=LunarLanderContinuous-v2,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,LunarLanderContinuous-v2,<function postprocess_default at 0x7fdd1f24d048>,sac
9763b_00033,0.1832849167718865,0.06955442425954829,0.1832849167718865,0.06955442425954829,5.143063572235201,1.0373933842199212,5.143063572235201,1.0373933842199212,259.6931381225586,21.65716571247398,259.69313769999997,21.657169089588347,postprocess_default,252.6,1262.868357181549,True,,,1.0,0ccc93ded47640a3b7c87fa0364cef62,2021-09-05_21-02-18,1630900938.0,1262.868357181549,14590.0,sguc2,128.111.57.96,1262.868357181549,0.0,1.0,"33_algo=td3,env_name=LunarLanderContinuous-v2,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,LunarLanderContinuous-v2,<function postprocess_default at 0x7fdd1f24d048>,td3
9763b_00034,0.16001208833428085,0.08222847857399784,0.16001208833428085,0.08222847857399784,5.243063572235202,1.0689758368220095,5.243063572235202,1.0689758368220095,288.01222839355466,17.692107002432042,288.01222800000005,17.692110040240397,postprocess_default,213.3,550.6236548423767,True,,,1.0,cd4b7c2afe1749079f5c1292ef09ef92,2021-09-05_20-55-36,1630900536.0,550.6236548423767,14675.0,sguc2,128.111.57.96,550.6236548423767,0.0,1.0,"34_algo=tqc,env_name=LunarLanderContinuous-v2,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,LunarLanderContinuous-v2,<function postprocess_default at 0x7fdd1f24d048>,tqc
9763b_00035,0.21225626373670572,0.15638928906395444,0.21225626373670572,0.15638928906395444,5.963880283834241,1.138073375630619,5.963880283834241,1.138073375630619,217.97762908935547,149.3378353452486,217.97762359999996,149.33783770623776,postprocess_default,257.5,843.0996353626251,True,,,1.0,d5567473a66c4a2f969e7ccc785f8dd5,2021-09-05_21-09-41,1630901381.0,843.0996353626251,14814.0,sguc2,128.111.57.96,843.0996353626251,0.0,1.0,"35_algo=ddpg,env_name=LunarLanderContinuous-v2,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,LunarLanderContinuous-v2,<function postprocess_default at 0x7fdd1f24d048>,ddpg
9763b_00036,2.245857966998524,0.1604195642075336,2.245857966998524,0.1604195642075336,7.420256426021625,0.42488884065824717,7.420256426021625,0.42488884065824717,20.21491527557373,0.06822941148442042,313.8401837,1.0592721526121696,postprocess_default,701.6,2097.1711959838867,True,,,1.0,39e15dcf7c1e4570908dd1381c837b73,2021-09-05_21-37-16,1630903036.0,2097.1711959838867,14961.0,sguc2,128.111.57.96,2097.1711959838867,0.0,1.0,"36_algo=a2c,env_name=BipedalWalker-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalker-v3,<function postprocess_default at 0x7fdd1f24d048>,a2c
9763b_00037,1.623858416011189,0.10023238678273558,1.623858416011189,0.10023238678273558,9.306072321059215,1.844683965197531,9.306072321059215,1.844683965197531,24.662231063842775,0.07627964553718526,325.6451677,1.007208962639031,postprocess_default,745.3,2198.8186469078064,True,,,1.0,3206962ccbb84681a09d4b3ea4a3a6b0,2021-09-05_21-46-22,1630903582.0,2198.8186469078064,15349.0,sguc2,128.111.57.96,2198.8186469078064,0.0,1.0,"37_algo=ppo,env_name=BipedalWalker-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalker-v3,<function postprocess_default at 0x7fdd1f24d048>,ppo
9763b_00038,1.2335009000354262,0.07949375199258837,1.2335009000354262,0.07949375199258837,15.503423642193377,1.335792126684242,15.503423642193377,1.335792126684242,321.0097351074219,1.2489858993007479,321.0097389,1.2489941524141268,postprocess_default,1129.8,3305.2058577537537,True,,,1.0,465df5ae7171415ba0c6739fc491ed29,2021-09-05_22-29-32,1630906172.0,3305.2058577537537,16058.0,sguc2,128.111.57.96,3305.2058577537537,0.0,1.0,"38_algo=sac,env_name=BipedalWalker-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalker-v3,<function postprocess_default at 0x7fdd1f24d048>,sac
9763b_00039,1.4482237331529795,0.0954659146104987,1.4482237331529795,0.0954659146104987,12.219994948763567,0.7424316335798546,12.219994948763567,0.7424316335798546,334.4595001220703,0.6237321098157331,334.4594987,0.6237395641177648,postprocess_default,686.4,1856.9467434883118,True,,,1.0,76cfd44d73244363ba8459433da4ba76,2021-09-05_22-08-15,1630904895.0,1856.9467434883118,16118.0,sguc2,128.111.57.96,1856.9467434883118,0.0,1.0,"39_algo=td3,env_name=BipedalWalker-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalker-v3,<function postprocess_default at 0x7fdd1f24d048>,td3
9763b_00040,1.4051090804294444,0.09170996294788908,1.4051090804294444,0.09170996294788908,11.666316549041554,0.5263175685794896,11.666316549041554,0.5263175685794896,344.02833862304686,0.17434993667176107,344.0283447,0.17435154266656636,postprocess_default,675.5,1991.2896518707275,True,,,1.0,971c2ed9359744748fbc29067eb70300,2021-09-05_22-19-35,1630905575.0,1991.2896518707275,16200.0,sguc2,128.111.57.96,1991.2896518707275,0.0,1.0,"40_algo=tqc,env_name=BipedalWalker-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalker-v3,<function postprocess_default at 0x7fdd1f24d048>,tqc
9763b_00041,1.4268152533742195,0.12403920196698015,1.4268152533742195,0.12403920196698015,15.478645425994284,0.6340028281597646,15.478645425994284,0.6340028281597646,291.9538513183594,1.4587341905285116,291.9538443,1.4587339735203382,postprocess_default,771.5,1992.6629421710968,True,,,1.0,18031ee49e434e17b3c72771da2c0c0f,2021-09-05_22-41-29,1630906889.0,1992.6629421710968,16294.0,sguc2,128.111.57.96,1992.6629421710968,0.0,1.0,"41_algo=ddpg,env_name=BipedalWalker-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalker-v3,<function postprocess_default at 0x7fdd1f24d048>,ddpg
9763b_00042,0.8022695175128163,0.7498358059380275,0.8022695175128163,0.7498358059380275,7.109364620372442,2.0541702463703833,7.109364620372442,2.0541702463703833,13.997288370132447,9.699980876016845,145.6636105,100.9434246402992,postprocess_default,1692.2,4746.0802590847015,True,,,1.0,73d99927890f451cb654a164dd1913bd,2021-09-05_23-38-42,1630910322.0,4746.0802590847015,16459.0,sguc2,128.111.57.96,4746.0802590847015,0.0,1.0,"42_algo=a2c,env_name=BipedalWalkerHardcore-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalkerHardcore-v3,<function postprocess_default at 0x7fdd1f24d048>,a2c
9763b_00043,0.920001144758737,0.6737852167889009,0.920001144758737,0.6737852167889009,5.450185272602706,0.9221510522968536,5.450185272602706,0.9221510522968536,12.339904260635375,9.222119525025095,131.99304439999997,98.64384126780992,postprocess_default,1458.9,4752.049465417862,True,,,1.0,86894ae0e60243f791f9088e1ddf56f2,2021-09-05_23-48-46,1630910926.0,4752.049465417862,16561.0,sguc2,128.111.57.96,4752.049465417862,0.0,1.0,"43_algo=ppo,env_name=BipedalWalkerHardcore-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalkerHardcore-v3,<function postprocess_default at 0x7fdd1f24d048>,ppo
9763b_00044,0.11943681068441511,0.03459801017563103,0.11943681068441511,0.03459801017563103,11.902182096288138,5.155882663754502,11.902182096288138,5.155882663754502,18.50650873184204,69.92798144358518,18.506509200000004,69.9279837911166,postprocess_default,2000.0,5139.7411673069,True,,,1.0,7e81a49fa3ca4ec8838817b2497d9d6c,2021-09-06_00-07-11,1630912031.0,5139.7411673069,16710.0,sguc2,128.111.57.96,5139.7411673069,0.0,1.0,"44_algo=sac,env_name=BipedalWalkerHardcore-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalkerHardcore-v3,<function postprocess_default at 0x7fdd1f24d048>,sac
9763b_00045,0.19533109311306093,0.025330173774051053,0.19533109311306093,0.025330173774051053,9.798961359251091,0.718071417707991,9.798961359251091,0.718071417707991,-24.05149850845337,5.336613314628763,-24.051499,5.336613116105907,postprocess_default,2000.0,4852.466745138168,True,,,1.0,447a993d4d514ad0b3f59748a9f71e66,2021-09-06_00-59-36,1630915176.0,4852.466745138168,17101.0,sguc2,128.111.57.96,4852.466745138168,0.0,1.0,"45_algo=td3,env_name=BipedalWalkerHardcore-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalkerHardcore-v3,<function postprocess_default at 0x7fdd1f24d048>,td3
9763b_00046,1.3212399194280877,0.4351969737566618,1.3212399194280877,0.4351969737566618,16.50978435522708,0.7755409422212693,16.50978435522708,0.7755409422212693,243.93066329956054,100.08070274182185,243.93066059999995,100.08069966758295,postprocess_default,1242.0,3644.6755261421204,True,,,1.0,6372f7e7c110494592f3c322efd9ec34,2021-09-06_00-49-32,1630914572.0,3644.6755261421204,17302.0,sguc2,128.111.57.96,3644.6755261421204,0.0,1.0,"46_algo=tqc,env_name=BipedalWalkerHardcore-v3,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,BipedalWalkerHardcore-v3,<function postprocess_default at 0x7fdd1f24d048>,tqc
,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
9763b_00048,0.09745422685263648,0.008238864653057053,0.09745422685263648,0.008238864653057053,2.386595390053319,0.4346750953174607,2.386595390053319,0.4346750953174607,-1.4484117150306701,0.6213154252748432,-229.52010619999996,98.45570122008989,postprocess_default,200.0,388.6360113620758,True,,,1.0,2098f86595d84435bc63c8b3114bf0f6,2021-09-06_00-13-43,1630912423.0,388.6360113620758,17769.0,sguc2,128.111.57.96,388.6360113620758,0.0,1.0,"48_algo=a2c,env_name=Pendulum-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,Pendulum-v0,<function postprocess_default at 0x7fdd1f24d048>,a2c
9763b_00049,0.14249434882088532,0.01436207717962133,0.14249434882088532,0.01436207717962133,5.52098464330468,1.3609925154410574,5.52098464330468,1.3609925154410574,-149.56662719249726,109.0847194953355,-149.56663099999997,109.08472213435195,postprocess_default,200.0,303.5793545246124,True,,,1.0,86cd45da66d74c07b78bcf824e3d7049,2021-09-06_00-18-49,1630912729.0,303.5793545246124,17944.0,sguc2,128.111.57.96,303.5793545246124,0.0,1.0,"49_algo=ppo,env_name=Pendulum-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,Pendulum-v0,<function postprocess_default at 0x7fdd1f24d048>,ppo
9763b_00050,0.18651370155772865,0.01577222188935263,0.18651370155772865,0.01577222188935263,4.671036946407957,1.6807344343606683,4.671036946407957,1.6807344343606683,-101.66428934931756,97.06437652184093,-101.6642919,97.06438297312066,postprocess_default,200.0,295.6680166721344,True,,,1.0,382bd4535f984c08ad0da0c87492aa3d,2021-09-06_00-23-46,1630913026.0,295.6680166721344,18086.0,sguc2,128.111.57.96,295.6680166721344,0.0,1.0,"50_algo=sac,env_name=Pendulum-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,Pendulum-v0,<function postprocess_default at 0x7fdd1f24d048>,sac
9763b_00051,0.13035941524509326,0.012025006146609523,0.13035941524509326,0.012025006146609523,4.404725808299839,1.4670115342736108,4.404725808299839,1.4670115342736108,-110.94259058237076,83.83631028863455,-110.9425886,83.83631049972995,postprocess_default,200.0,281.8994071483612,True,,,1.0,207a874c77ff4de599f0354a15758b87,2021-09-06_00-28-30,1630913310.0,281.8994071483612,18206.0,sguc2,128.111.57.96,281.8994071483612,0.0,1.0,"51_algo=td3,env_name=Pendulum-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,Pendulum-v0,<function postprocess_default at 0x7fdd1f24d048>,td3
9763b_00052,0.13157577930005104,0.006212100502172202,0.13157577930005104,0.006212100502172202,5.088948745691896,0.5090886595423939,5.088948745691896,0.5090886595423939,-144.3924446105957,45.8315047945219,-144.3924445,45.831506379018535,postprocess_default,200.0,296.2199261188507,True,,,1.0,d80452d18be84c3d8abd1d9fb5b6dea7,2021-09-06_00-33-28,1630913608.0,296.2199261188507,18320.0,sguc2,128.111.57.96,296.2199261188507,0.0,1.0,"52_algo=tqc,env_name=Pendulum-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,Pendulum-v0,<function postprocess_default at 0x7fdd1f24d048>,tqc
9763b_00053,0.13458318065847086,0.01052937094438031,0.13458318065847086,0.01052937094438031,5.799598189456907,1.5860662148012428,5.799598189456907,1.5860662148012428,-152.15018119812012,87.58049878498048,-152.1501764,87.58049442524131,postprocess_default,200.0,282.7618787288666,True,,,1.0,900489a1a59b4366b591a2ee2bc7412c,2021-09-06_00-38-12,1630913892.0,282.7618787288666,18416.0,sguc2,128.111.57.96,282.7618787288666,0.0,1.0,"53_algo=ddpg,env_name=Pendulum-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,Pendulum-v0,<function postprocess_default at 0x7fdd1f24d048>,ddpg
9763b_00054,0.79739364999741,0.025796787568414987,0.79739364999741,0.025796787568414987,2.777806776110409,0.7292562061940908,2.777806776110409,0.7292562061940908,9.202642440795898,0.012170334500861543,92.8197907,0.10806701581615975,postprocess_default,74.0,140.8253321647644,True,,,1.0,ea7912b46ece424ca07c786394cf70d8,2021-09-06_00-40-35,1630914035.0,140.8253321647644,18495.0,sguc2,128.111.57.96,140.8253321647644,0.0,1.0,"54_algo=a2c,env_name=MountainCarContinuous-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,MountainCarContinuous-v0,<function postprocess_default at 0x7fdd1f24d048>,a2c
9763b_00055,0.950840840380111,0.07924420442235648,0.950840840380111,0.07924420442235648,2.3105017668108023,0.14461479215646406,2.3105017668108023,0.14461479215646406,8.317489337921142,0.0068779108997621555,99.2134041,0.08204384329667996,postprocess_default,576.0,823.9876458644867,True,,,1.0,5158bc7bb94748edb378a76f12164948,2021-09-06_00-54-20,1630914860.0,823.9876458644867,18573.0,sguc2,128.111.57.96,823.9876458644867,0.0,1.0,"55_algo=ppo,env_name=MountainCarContinuous-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,MountainCarContinuous-v0,<function postprocess_default at 0x7fdd1f24d048>,ppo
9763b_00056,0.6594276242093854,0.03285181489110516,0.6594276242093854,0.03285181489110516,2.6972659650962605,0.7230767969922083,2.6972659650962605,0.7230767969922083,95.07646865844727,0.7770772389219781,95.0764668,0.7770777244977232,postprocess_default,106.4,150.5107066631317,True,,,1.0,b87b180ff179456aa6411d34061eb252,2021-09-06_00-52-04,1630914724.0,150.5107066631317,18694.0,sguc2,128.111.57.96,150.5107066631317,0.0,1.0,"56_algo=sac,env_name=MountainCarContinuous-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,MountainCarContinuous-v0,<function postprocess_default at 0x7fdd1f24d048>,sac
9763b_00057,0.6735810882117279,0.025387890983039795,0.6735810882117279,0.025387890983039795,2.223901085741545,4.440892098500626e-16,2.223901085741545,4.440892098500626e-16,94.04286651611328,0.1322715775185576,94.04286470000001,0.13227091759192566,postprocess_default,67.5,98.01121687889099,True,,,1.0,a8ad57f1d5354fcfa5bfb8a1aa7b3ca0,2021-09-06_00-53-44,1630914824.0,98.01121687889099,18762.0,sguc2,128.111.57.96,98.01121687889099,0.0,1.0,"57_algo=td3,env_name=MountainCarContinuous-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,MountainCarContinuous-v0,<function postprocess_default at 0x7fdd1f24d048>,td3
9763b_00058,0.725694230470101,0.05687069077957879,0.725694230470101,0.05687069077957879,3.080934035395031,0.48267626009438847,3.080934035395031,0.48267626009438847,96.13432922363282,0.6730328308074167,96.1343299,0.6730289920292346,postprocess_default,383.5,395.36193346977234,True,,,1.0,d181a17b5f8c47d6877a206cdcaf7b79,2021-09-06_01-00-21,1630915221.0,395.36193346977234,18823.0,sguc2,128.111.57.96,395.36193346977234,0.0,1.0,"58_algo=tqc,env_name=MountainCarContinuous-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,MountainCarContinuous-v0,<function postprocess_default at 0x7fdd1f24d048>,tqc
9763b_00059,0.6243761621984392,0.07102250019887942,0.6243761621984392,0.07102250019887942,2.2239010857415447,0.0,2.2239010857415447,0.0,94.87395782470703,0.2913750465163011,94.87395430000001,0.29137563362884417,postprocess_default,83.9,115.61888551712036,True,,,1.0,0170aade514e4dadbd23312da6c56fe8,2021-09-06_00-56-17,1630914977.0,115.61888551712036,18883.0,sguc2,128.111.57.96,115.61888551712036,0.0,1.0,"59_algo=ddpg,env_name=MountainCarContinuous-v0,post=<function postprocess_default at 0x7fdd1f24d048>",200.0,10.0,/home/sgillen/work/policy_refinement/test_agent/box2d_all/,MountainCarContinuous-v0,<function postprocess_default at 0x7fdd1f24d048>,ddpg
